SeasonID,TeamID,TeamCity,TeamName,Conference,ConferenceRecord,PlayoffRank,playoffsBool,GP,WINS,LOSSES,WIN_PCT,PO_WINS,PO_LOSSES,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,PF,STL,TOV,BLK,PTS
1988,1610612747,Los Angeles,Lakers,West,43-15,1,1,82,57,25,0.695,11,4,43.7,87.1,0.502,2.8,8.1,0.34,24.5,30.6,0.802,13.3,31.9,45.2,27.8,20.4,8.8,16.4,5.1,114.7
1988,1610612765,Detroit,Pistons,East,41-15,1,1,82,63,19,0.768,15,2,41.4,83.9,0.494,1.5,4.9,0.3,22.3,29.0,0.769,14.1,31.0,45.1,24.7,23.6,6.4,16.3,5.0,106.6
1988,1610612752,New York,Knicks,East,36-20,2,1,82,52,30,0.634,5,4,45.1,92.8,0.486,4.7,14.0,0.337,21.7,28.9,0.752,16.1,27.6,43.7,25.4,25.0,11.0,19.2,5.4,116.7
1988,1610612762,Utah,Jazz,West,37-21,2,1,82,51,31,0.622,0,3,38.8,80.4,0.482,1.4,4.6,0.3,25.7,33.4,0.77,12.8,31.8,44.6,25.7,23.1,8.8,18.7,7.1,104.7
1988,1610612756,Phoenix,Suns,West,41-17,3,1,82,55,27,0.671,7,5,45.8,92.0,0.498,2.0,5.9,0.349,25.0,31.6,0.791,13.4,31.9,45.3,27.8,23.6,8.5,15.6,5.1,118.6
1988,1610612739,Cleveland,Cavaliers,East,38-18,3,1,82,57,25,0.695,2,3,42.3,84.2,0.502,2.1,5.8,0.359,22.2,29.7,0.747,12.6,30.2,42.8,27.6,19.4,9.6,16.1,7.1,108.8
1988,1610612760,Seattle,SuperSonics,West,37-21,4,1,82,47,35,0.573,3,5,43.5,91.2,0.477,3.6,9.4,0.379,21.6,29.0,0.746,17.0,27.3,44.3,25.4,24.7,10.5,17.1,6.0,112.1
1988,1610612737,Atlanta,Hawks,East,38-18,4,1,82,52,30,0.634,2,3,41.6,88.2,0.472,1.3,4.8,0.277,26.4,33.0,0.8,16.7,28.2,45.0,24.3,22.9,10.0,16.0,5.8,111.0
1988,1610612745,Houston,Rockets,West,33-25,5,1,82,45,37,0.549,1,3,41.6,87.8,0.474,2.0,6.4,0.314,23.3,30.8,0.755,14.8,31.1,45.9,24.6,24.7,9.6,19.1,6.1,108.5
1988,1610612749,Milwaukee,Bucks,East,29-27,5,1,82,49,33,0.598,3,6,41.5,87.4,0.474,2.2,6.9,0.316,23.8,29.0,0.821,13.8,27.7,41.5,25.3,23.8,10.0,15.9,3.9,108.9
1988,1610612743,Denver,Nuggets,West,32-26,6,1,82,44,38,0.537,0,3,46.5,99.3,0.468,2.8,8.2,0.337,22.2,28.2,0.787,14.7,30.6,45.4,27.8,25.5,9.9,14.9,5.3,118.0
1988,1610612741,Chicago,Bulls,East,28-28,6,1,82,47,35,0.573,9,8,42.0,85.0,0.495,2.1,6.5,0.328,20.2,25.7,0.786,12.4,29.9,42.3,27.0,22.6,8.8,16.2,4.6,106.4
1988,1610612744,Golden State,Warriors,West,29-29,7,1,82,43,39,0.524,4,4,45.5,97.3,0.468,2.4,7.7,0.308,23.2,29.1,0.799,16.1,31.2,47.4,24.5,23.7,10.1,18.1,7.8,116.6
1988,1610612755,Philadelphia,76ers,East,31-25,7,1,82,46,36,0.561,0,3,42.7,87.8,0.486,2.5,7.9,0.316,24.0,30.5,0.787,13.9,28.7,42.7,25.7,21.0,8.4,14.8,4.3,111.9
1988,1610612738,Boston,Celtics,East,27-29,8,1,82,42,40,0.512,0,3,42.9,87.1,0.493,1.0,3.8,0.252,22.4,28.6,0.783,14.4,29.8,44.2,26.7,22.9,7.8,16.3,5.1,109.2
1988,1610612757,Portland,Trail Blazers,West,30-28,8,1,82,39,43,0.476,0,3,45.1,95.1,0.474,2.6,7.9,0.335,21.8,29.5,0.74,16.9,29.0,45.9,27.0,24.7,10.1,17.5,4.7,114.6
1988,1610612764,Washington,Bullets,East,25-31,9,0,82,40,42,0.488,0,0,42.9,92.6,0.464,0.6,3.0,0.214,21.8,28.3,0.772,15.3,28.7,44.0,25.0,25.0,8.5,15.7,4.0,108.3
1988,1610612742,Dallas,Mavericks,West,30-28,9,0,82,38,44,0.463,0,0,39.6,84.4,0.469,2.6,8.3,0.31,21.8,27.6,0.789,12.8,29.2,42.0,22.8,21.2,7.1,15.0,5.8,103.5
1988,1610612754,Indiana,Pacers,East,15-41,10,0,82,28,54,0.341,0,0,41.3,84.7,0.487,2.5,7.5,0.328,21.9,27.7,0.789,13.0,30.5,43.4,24.5,25.7,6.9,18.9,5.1,106.9
1988,1610612758,Sacramento,Kings,West,23-35,10,0,82,27,55,0.329,0,0,41.0,89.6,0.457,3.7,10.0,0.373,19.8,25.7,0.77,13.9,29.9,43.8,24.0,22.9,7.6,16.7,5.0,105.5
1988,1610612759,San Antonio,Spurs,West,15-43,11,0,82,21,61,0.256,0,0,42.3,90.4,0.468,0.8,3.6,0.215,20.1,28.9,0.698,15.8,26.6,42.4,24.8,26.3,11.7,20.9,5.2,105.5
1988,1610612751,New Jersey,Nets,East,16-40,11,0,82,26,56,0.317,0,0,40.6,88.1,0.461,2.3,6.9,0.329,20.2,27.6,0.731,14.7,29.5,44.2,21.9,24.0,9.4,17.7,5.3,103.7
1988,1610612746,Los Angeles,Clippers,West,17-41,11,0,82,21,61,0.256,0,0,43.0,90.6,0.475,0.7,2.9,0.231,19.6,27.1,0.723,14.1,29.1,43.2,26.9,23.6,9.9,20.3,6.5,106.2
1988,1610612766,Charlotte,Hornets,East,12-44,12,0,82,20,62,0.244,0,0,41.8,90.6,0.461,1.6,5.2,0.312,19.3,25.1,0.767,13.9,26.8,40.7,28.3,25.2,8.6,16.1,3.2,104.5
1988,1610612748,Miami,Heat,West,10-48,13,0,82,15,67,0.183,0,0,39.3,86.8,0.453,1.2,3.6,0.326,18.0,25.6,0.702,16.0,27.0,42.9,23.9,25.9,9.1,21.1,5.0,97.8
1989,1610612765,Detroit,Pistons,East,40-14,1,1,82,59,23,0.72,15,5,40.6,85.1,0.478,2.2,6.6,0.327,20.9,27.5,0.761,14.5,30.0,44.4,24.3,23.9,6.2,15.0,5.1,104.3
1989,1610612747,Los Angeles,Lakers,West,44-12,1,1,82,63,19,0.768,4,5,41.9,85.5,0.49,3.8,10.3,0.367,23.2,29.5,0.787,13.4,30.0,43.4,27.2,21.2,8.0,15.0,5.4,110.7
1989,1610612759,San Antonio,Spurs,West,40-16,2,1,82,56,26,0.683,6,4,41.3,85.3,0.484,0.7,2.8,0.239,23.0,30.9,0.745,14.2,30.2,44.4,24.8,22.6,9.7,17.1,6.8,106.3
1989,1610612755,Philadelphia,76ers,East,37-17,2,1,82,53,29,0.646,4,6,41.9,85.7,0.489,2.3,6.6,0.348,24.1,30.6,0.788,13.5,29.3,42.9,23.6,20.7,8.4,14.7,4.5,110.2
1989,1610612757,Portland,Trail Blazers,West,41-15,3,1,82,59,23,0.72,12,9,43.6,92.0,0.473,2.3,6.9,0.336,24.8,33.3,0.743,16.5,31.1,47.6,25.4,25.0,9.1,16.5,4.4,114.2
1989,1610612741,Chicago,Bulls,East,37-17,3,1,82,55,27,0.671,10,6,43.1,86.5,0.498,3.0,8.2,0.374,20.3,26.1,0.778,13.1,27.8,40.9,26.5,23.2,9.9,15.2,4.7,109.5
1989,1610612762,Utah,Jazz,West,38-18,4,1,82,55,27,0.671,2,3,40.6,80.4,0.505,2.8,7.7,0.359,22.9,30.3,0.754,11.6,30.5,42.1,27.0,24.8,8.3,17.2,6.0,106.8
1989,1610612738,Boston,Celtics,East,36-18,4,1,82,52,30,0.634,2,3,43.5,87.2,0.498,1.3,4.9,0.262,21.8,26.3,0.832,13.0,33.0,46.0,29.5,20.9,6.6,15.3,5.5,110.0
1989,1610612752,New York,Knicks,East,30-24,5,1,82,45,37,0.549,4,6,41.9,86.5,0.484,2.9,8.7,0.332,21.6,28.6,0.756,14.5,29.6,44.1,26.1,22.3,8.7,17.2,6.0,108.3
1989,1610612756,Phoenix,Suns,West,38-18,5,1,82,54,28,0.659,9,7,43.2,87.1,0.496,2.1,6.6,0.324,26.3,33.1,0.795,12.8,32.3,45.2,25.7,22.3,8.1,15.5,6.1,114.9
1989,1610612749,Milwaukee,Bucks,East,28-26,6,1,82,44,38,0.537,1,3,41.2,87.1,0.473,2.5,8.2,0.312,21.0,27.7,0.758,13.5,27.4,40.9,25.0,25.4,10.1,16.0,4.0,106.0
1989,1610612742,Dallas,Mavericks,West,29-27,6,1,82,47,35,0.573,0,3,39.6,83.3,0.475,1.9,5.9,0.323,21.2,27.6,0.767,12.7,29.5,42.2,21.7,21.1,8.1,15.0,4.9,102.2
1989,1610612743,Denver,Nuggets,West,28-28,7,1,82,43,39,0.524,0,3,45.3,97.7,0.464,2.8,8.3,0.337,21.2,26.8,0.789,14.3,30.9,45.1,27.7,25.0,9.9,13.9,4.0,114.6
1989,1610612739,Cleveland,Cavaliers,East,30-24,7,1,82,42,40,0.512,2,3,39.2,85.1,0.461,4.2,10.4,0.407,20.0,26.8,0.744,13.8,29.0,42.8,25.7,20.3,7.9,15.2,6.2,102.6
1989,1610612754,Indiana,Pacers,East,30-24,7,1,82,42,40,0.512,0,3,41.2,83.0,0.497,3.6,9.4,0.382,23.2,28.5,0.816,11.5,29.1,40.6,24.7,24.0,6.7,16.4,4.3,109.3
1989,1610612745,Houston,Rockets,West,28-28,8,1,82,41,41,0.5,1,3,42.5,88.4,0.48,1.9,6.0,0.312,19.9,27.6,0.72,14.8,32.2,47.0,26.8,23.6,9.9,18.5,6.7,106.7
1989,1610612760,Seattle,SuperSonics,West,26-30,8,1,82,41,41,0.5,0,0,42.3,88.3,0.479,2.8,7.9,0.355,19.6,26.4,0.741,16.1,27.5,43.6,22.9,25.2,8.5,16.3,4.1,106.9
1989,1610612737,Atlanta,Hawks,East,27-27,9,0,82,41,41,0.5,0,0,41.7,85.6,0.487,1.5,5.0,0.302,23.7,31.0,0.764,15.5,26.7,42.2,22.2,22.8,8.7,15.5,4.3,108.5
1989,1610612764,Washington,Bullets,East,20-34,10,0,82,31,51,0.378,0,0,43.9,92.5,0.475,0.5,2.4,0.188,19.5,25.5,0.764,14.6,29.9,44.5,27.0,23.5,6.8,14.6,5.2,107.7
1989,1610612744,Golden State,Warriors,West,24-32,10,0,82,37,45,0.451,0,0,42.5,87.9,0.484,3.0,9.1,0.324,28.2,34.9,0.809,11.2,29.1,40.2,24.1,24.5,9.2,17.3,6.0,116.3
1989,1610612753,Orlando,Magic,East,12-42,11,0,82,18,64,0.22,0,0,42.2,91.8,0.459,1.4,4.8,0.295,25.1,33.2,0.756,15.9,30.1,46.0,24.3,24.1,7.5,17.2,3.6,110.9
1989,1610612748,Miami,Heat,East,11-43,11,0,82,18,64,0.22,0,0,41.3,89.6,0.461,1.1,3.7,0.293,17.0,24.7,0.687,15.1,28.2,43.4,23.9,25.9,9.0,19.0,4.7,100.6
1989,1610612746,Los Angeles,Clippers,West,17-39,11,0,82,30,52,0.366,0,0,40.5,83.6,0.484,0.7,2.8,0.243,22.1,30.0,0.738,12.9,28.8,41.7,24.1,22.7,9.5,18.9,6.2,103.8
1989,1610612758,Sacramento,Kings,West,14-42,12,0,82,23,59,0.28,0,0,40.3,86.0,0.468,2.6,7.9,0.333,18.5,24.0,0.771,11.6,28.8,40.4,25.0,22.7,6.7,15.1,4.8,101.7
1989,1610612751,New Jersey,Nets,East,13-41,13,0,82,17,65,0.207,0,0,38.5,90.4,0.426,1.7,6.2,0.277,21.4,28.7,0.746,16.6,28.3,45.0,18.0,23.8,9.4,16.6,5.9,100.1
1989,1610612750,Minnesota,Timberwolves,West,12-44,13,0,82,22,60,0.268,0,0,37.4,83.9,0.446,0.9,3.6,0.248,19.5,26.1,0.747,14.6,25.0,39.6,22.5,23.2,9.6,14.6,4.2,95.2
1989,1610612766,Charlotte,Hornets,West,13-43,14,0,82,19,63,0.232,0,0,39.9,87.6,0.455,2.5,7.5,0.336,18.1,24.0,0.756,11.7,27.0,38.7,25.4,23.0,9.5,15.0,3.2,100.4
1990,1610612757,Portland,Trail Blazers,West,42-14,1,1,82,63,19,0.768,9,7,43.6,89.9,0.485,4.2,11.0,0.377,23.3,31.0,0.753,14.7,31.2,45.9,27.5,24.1,8.8,16.0,5.0,114.7
1990,1610612741,Chicago,Bulls,East,42-12,1,1,82,61,21,0.744,15,2,44.3,86.9,0.51,1.9,5.2,0.366,19.6,25.7,0.76,14.0,28.6,42.6,27.0,21.4,10.0,14.4,5.3,110.0
1990,1610612759,San Antonio,Spurs,West,36-20,2,1,82,55,27,0.671,1,3,41.6,85.2,0.488,1.0,3.6,0.273,23.0,30.0,0.766,13.8,32.4,46.2,26.1,23.1,8.2,17.6,7.0,107.1
1990,1610612738,Boston,Celtics,East,35-19,2,1,82,56,26,0.683,5,6,45.1,88.0,0.512,1.3,4.2,0.315,20.1,24.4,0.824,13.3,32.9,46.2,26.3,20.7,8.2,16.1,6.9,111.5
1990,1610612765,Detroit,Pistons,East,33-21,3,1,82,50,32,0.61,7,8,39.0,83.8,0.465,1.6,5.4,0.298,20.6,27.0,0.763,14.7,29.9,44.6,22.3,22.8,5.9,14.4,4.5,100.1
1990,1610612747,Los Angeles,Lakers,West,40-16,3,1,82,58,24,0.707,12,7,40.8,84.3,0.484,2.8,9.1,0.304,22.0,27.6,0.798,13.1,29.8,42.9,25.5,18.6,7.8,14.7,4.7,106.3
1990,1610612756,Phoenix,Suns,West,35-21,4,1,82,55,27,0.671,1,3,43.6,87.8,0.496,1.7,5.3,0.319,25.2,32.7,0.77,13.8,31.7,45.5,26.9,22.6,8.4,15.9,6.5,114.0
1990,1610612749,Milwaukee,Bucks,East,33-21,4,1,82,48,34,0.585,0,3,40.7,84.7,0.48,3.1,9.2,0.341,21.9,27.3,0.801,13.2,26.4,39.5,25.3,24.8,10.9,16.1,4.0,106.4
1990,1610612755,Philadelphia,76ers,East,32-22,5,1,82,44,38,0.537,4,4,40.1,84.5,0.475,2.4,7.5,0.316,22.8,28.9,0.79,12.0,30.4,42.4,22.2,19.9,8.3,15.0,5.8,105.4
1990,1610612762,Utah,Jazz,West,38-18,5,1,82,54,28,0.659,4,5,39.2,79.7,0.492,1.8,5.6,0.323,23.8,30.1,0.789,10.6,30.2,40.7,27.0,21.9,8.0,15.9,5.5,104.0
1990,1610612745,Houston,Rockets,West,33-23,6,1,82,52,30,0.634,0,3,41.5,88.9,0.467,3.9,12.1,0.32,19.9,26.8,0.741,15.5,30.6,46.1,23.2,22.9,9.7,17.1,5.0,106.7
1990,1610612737,Atlanta,Hawks,East,26-28,6,1,82,43,39,0.524,2,3,40.8,88.1,0.464,3.3,10.2,0.324,24.8,31.0,0.8,15.1,29.5,44.6,22.7,21.6,8.9,15.0,4.6,109.8
1990,1610612754,Indiana,Pacers,East,27-27,7,1,82,41,41,0.5,2,3,42.1,85.3,0.493,3.0,9.1,0.332,24.5,30.2,0.811,12.4,29.0,41.4,26.6,25.5,8.0,16.5,4.4,111.7
1990,1610612744,Golden State,Warriors,West,28-28,7,1,82,44,38,0.537,4,5,43.5,89.6,0.485,3.3,9.8,0.337,26.4,33.7,0.783,13.6,28.1,41.7,23.8,26.9,9.8,16.6,4.6,116.6
1990,1610612760,Seattle,SuperSonics,West,27-29,8,1,82,41,41,0.5,2,3,42.7,86.8,0.492,1.7,5.2,0.319,19.6,26.1,0.75,14.9,26.5,41.4,24.9,24.1,10.5,17.1,4.6,106.6
1990,1610612752,New York,Knicks,East,28-26,8,1,82,39,43,0.476,0,3,40.3,83.2,0.485,2.3,6.8,0.332,20.2,26.2,0.77,12.8,29.7,42.5,26.5,21.5,7.8,16.8,5.1,103.1
1990,1610612746,Los Angeles,Clippers,West,26-30,9,0,82,31,51,0.378,0,0,41.4,89.2,0.464,1.4,5.3,0.26,19.5,27.7,0.702,15.2,30.5,45.7,25.8,24.9,8.8,17.5,6.2,103.5
1990,1610612753,Orlando,Magic,West,23-33,9,0,82,31,51,0.378,0,0,40.2,88.5,0.455,3.3,9.2,0.358,22.2,29.8,0.743,15.0,29.6,44.7,22.1,24.1,7.3,17.0,3.7,105.9
1990,1610612739,Cleveland,Cavaliers,East,23-31,9,0,82,33,49,0.402,0,0,39.7,83.6,0.475,2.0,5.8,0.334,20.3,26.5,0.765,12.3,28.4,40.7,27.3,20.4,7.8,15.6,5.5,101.7
1990,1610612764,Washington,Bullets,East,22-32,10,0,82,30,52,0.366,0,0,41.3,88.6,0.466,0.7,3.5,0.194,18.0,24.7,0.729,14.3,29.1,43.5,25.4,23.5,7.2,16.6,5.7,101.4
1990,1610612766,Charlotte,Hornets,East,17-37,11,0,82,26,56,0.317,0,0,40.1,85.8,0.467,1.6,5.1,0.314,21.0,27.0,0.779,12.5,26.8,39.4,24.6,23.7,9.3,15.7,3.7,102.8
1990,1610612751,New Jersey,Nets,East,18-36,11,0,82,26,56,0.317,0,0,40.4,91.0,0.444,2.0,7.1,0.275,20.2,27.4,0.739,17.1,28.6,45.7,21.7,23.8,9.1,17.4,7.3,102.9
1990,1610612750,Minnesota,Timberwolves,West,17-39,11,0,82,29,53,0.354,0,0,39.8,88.7,0.449,1.3,4.6,0.283,18.7,25.4,0.735,15.5,25.8,41.3,23.0,22.7,8.7,13.0,5.4,99.6
1990,1610612742,Dallas,Mavericks,West,17-39,12,0,82,28,54,0.341,0,0,39.6,84.0,0.471,2.4,7.3,0.322,18.4,24.2,0.761,12.0,28.8,40.8,22.2,22.4,7.1,14.5,4.8,99.9
1990,1610612758,Sacramento,Kings,West,18-38,13,0,82,25,57,0.305,0,0,37.6,83.1,0.453,2.6,7.0,0.374,18.8,25.7,0.732,12.5,27.0,39.6,24.3,25.3,7.7,15.5,6.3,96.7
1990,1610612748,Miami,Heat,East,15-39,13,0,82,24,58,0.293,0,0,40.0,87.1,0.459,1.7,5.7,0.302,20.1,28.1,0.715,15.0,28.1,43.1,23.2,25.4,9.2,18.9,4.7,101.8
1990,1610612743,Denver,Nuggets,West,12-44,14,0,82,20,62,0.244,0,0,47.6,108.1,0.44,3.7,12.9,0.283,21.0,27.6,0.763,18.5,30.9,49.4,24.5,27.3,10.4,16.2,5.0,119.9
1991,1610612741,Chicago,Bulls,East,47-9,1,1,82,67,15,0.817,15,7,44.4,87.4,0.508,1.7,5.5,0.304,19.4,26.0,0.744,14.3,29.7,44.0,27.8,20.6,8.2,13.3,5.9,109.9
1991,1610612757,Portland,Trail Blazers,West,37-17,1,1,82,57,25,0.695,13,8,42.4,89.7,0.473,4.0,11.5,0.344,22.7,30.0,0.754,15.8,31.1,46.9,25.2,24.2,9.2,16.2,5.0,111.4
1991,1610612738,Boston,Celtics,East,35-21,2,1,82,51,31,0.622,6,4,43.2,87.8,0.492,1.3,4.4,0.306,18.9,23.4,0.808,13.4,31.5,44.9,25.3,20.6,7.8,14.2,5.9,106.6
1991,1610612762,Utah,Jazz,West,37-17,2,1,82,55,27,0.671,9,7,41.2,83.7,0.492,1.9,5.6,0.345,23.9,30.4,0.788,13.4,31.0,44.4,26.7,21.3,8.7,15.4,5.5,108.3
1991,1610612744,Golden State,Warriors,West,36-18,2,1,82,55,27,0.671,1,3,45.9,90.6,0.507,3.1,9.3,0.333,23.7,31.8,0.746,13.9,29.0,42.8,25.2,25.0,10.4,16.5,4.6,118.7
1991,1610612752,New York,Knicks,East,34-22,2,1,82,51,31,0.622,6,6,40.4,84.7,0.477,2.5,7.5,0.325,18.3,25.0,0.734,14.5,30.4,44.8,26.0,23.2,7.7,15.1,4.7,101.6
1991,1610612739,Cleveland,Cavaliers,East,42-14,4,1,82,57,25,0.695,9,8,41.8,85.7,0.488,3.1,8.6,0.357,22.2,27.5,0.805,12.7,29.9,42.6,27.6,19.0,7.5,13.1,7.6,108.9
1991,1610612756,Phoenix,Suns,West,34-20,4,1,82,53,29,0.646,4,4,43.3,88.0,0.492,2.8,7.3,0.381,22.7,29.2,0.776,13.3,31.2,44.5,26.9,22.6,8.2,15.2,7.1,112.1
1991,1610612765,Detroit,Pistons,East,31-25,5,1,82,48,34,0.585,2,3,38.9,83.7,0.465,2.0,6.4,0.314,19.1,25.7,0.743,14.8,29.5,44.3,23.2,20.1,6.7,14.8,4.4,98.9
1991,1610612760,Seattle,SuperSonics,West,34-20,5,1,82,47,35,0.573,4,5,41.2,86.9,0.474,2.5,7.9,0.317,21.6,27.6,0.783,15.6,27.5,43.2,22.9,23.8,9.5,16.1,5.5,106.5
1991,1610612759,San Antonio,Spurs,West,34-20,5,1,82,47,35,0.573,0,3,41.2,86.5,0.476,1.4,4.9,0.292,20.1,27.4,0.736,15.0,31.1,46.1,24.5,21.9,8.9,16.0,7.4,104.0
1991,1610612754,Indiana,Pacers,East,27-29,6,1,82,40,42,0.488,0,3,42.7,86.3,0.494,4.1,11.5,0.354,22.8,28.8,0.79,13.2,31.3,44.5,29.2,26.1,8.6,17.1,4.8,112.2
1991,1610612751,New Jersey,Nets,East,29-27,6,1,82,40,42,0.488,1,3,42.4,92.4,0.458,2.7,8.2,0.334,17.9,24.5,0.732,18.4,29.2,47.6,23.6,22.4,9.0,17.0,7.5,105.4
1991,1610612746,Los Angeles,Clippers,West,29-25,7,1,82,45,37,0.549,2,3,40.8,86.3,0.473,1.8,6.1,0.289,19.5,27.1,0.72,13.8,29.2,43.0,25.0,22.8,10.0,15.5,6.1,102.9
1991,1610612748,Miami,Heat,East,27-29,8,1,82,38,44,0.463,0,3,39.7,86.1,0.461,3.1,9.2,0.342,22.4,28.4,0.79,14.5,28.9,43.3,21.3,22.2,8.2,16.8,4.5,105.0
1991,1610612747,Los Angeles,Lakers,West,27-27,8,1,82,43,39,0.524,1,3,38.8,85.1,0.456,1.5,5.4,0.267,21.3,27.8,0.766,14.1,26.8,40.9,22.0,18.8,9.2,13.3,4.9,100.4
1991,1610612737,Atlanta,Hawks,East,23-33,8,1,82,38,44,0.463,0,0,42.6,91.2,0.467,2.6,8.2,0.313,18.5,25.3,0.731,15.7,30.5,46.2,25.9,21.6,9.7,15.3,3.9,106.2
1991,1610612745,Houston,Rockets,West,26-28,9,0,82,42,40,0.512,0,0,39.9,84.1,0.475,4.0,11.7,0.343,18.2,24.6,0.738,13.1,29.7,42.8,25.1,21.6,8.0,16.8,7.0,102.0
1991,1610612755,Philadelphia,76ers,East,23-33,10,0,82,35,47,0.427,0,0,38.9,82.5,0.471,2.8,8.3,0.334,21.4,27.6,0.775,12.9,28.2,41.1,21.4,19.3,8.4,15.1,5.9,101.9
1991,1610612758,Sacramento,Kings,West,17-37,10,0,82,29,53,0.354,0,0,40.8,87.7,0.466,2.9,8.2,0.353,19.7,26.4,0.747,12.9,28.7,41.6,23.9,21.5,8.9,16.6,7.5,104.3
1991,1610612749,Milwaukee,Bucks,East,22-34,11,0,82,31,51,0.378,0,0,40.5,88.0,0.46,4.5,12.3,0.369,19.5,25.7,0.759,15.8,26.5,42.3,24.6,23.2,10.5,16.5,3.9,105.0
1991,1610612743,Denver,Nuggets,West,14-40,11,0,82,24,58,0.293,0,0,39.8,90.0,0.442,1.5,5.1,0.301,18.6,25.2,0.738,16.5,28.7,45.1,18.9,24.2,9.4,17.6,5.6,99.7
1991,1610612766,Charlotte,Hornets,East,21-35,11,0,82,31,51,0.378,0,0,44.1,92.3,0.477,1.4,4.5,0.317,20.0,26.4,0.755,14.2,28.9,43.1,27.9,22.2,10.0,15.5,3.8,109.5
1991,1610612742,Dallas,Mavericks,West,15-39,12,0,82,22,60,0.268,0,0,38.0,86.6,0.439,3.3,9.7,0.336,18.3,24.4,0.75,14.6,29.7,44.3,19.9,22.8,6.5,14.7,4.3,97.6
1991,1610612750,Minnesota,Timberwolves,West,11-43,13,0,82,15,67,0.183,0,0,41.0,89.5,0.458,1.5,4.8,0.32,16.8,22.6,0.743,14.2,26.4,40.7,24.7,22.8,7.5,14.1,6.4,100.5
1991,1610612764,Washington,Bullets,East,15-41,13,0,82,25,57,0.305,0,0,41.0,89.0,0.461,1.8,6.5,0.272,18.5,23.9,0.778,13.0,28.6,41.6,24.5,22.6,8.7,15.3,5.1,102.4
1991,1610612753,Orlando,Magic,East,16-40,14,0,82,21,61,0.256,0,0,39.3,86.6,0.453,2.4,7.4,0.324,20.6,27.7,0.746,14.3,28.4,42.7,21.9,24.1,7.8,17.0,4.5,101.6
1992,1610612756,Phoenix,Suns,West,40-14,1,1,82,62,20,0.756,13,11,42.6,86.5,0.493,4.9,13.4,0.363,23.3,31.0,0.753,13.9,30.6,44.5,25.5,21.2,9.2,16.6,5.5,113.4
1992,1610612752,New York,Knicks,East,42-14,1,1,82,60,22,0.732,9,6,39.1,84.1,0.465,2.4,7.4,0.32,20.9,28.2,0.741,14.0,32.4,46.5,25.9,25.7,8.3,15.8,4.5,101.6
1992,1610612741,Chicago,Bulls,East,39-17,2,1,82,57,25,0.695,15,4,42.4,87.9,0.482,3.0,8.2,0.365,17.5,23.8,0.733,15.7,27.8,43.6,26.0,22.0,9.5,13.5,5.0,105.2
1992,1610612760,Seattle,SuperSonics,West,38-16,2,1,82,55,27,0.671,10,9,42.4,87.1,0.486,2.7,7.4,0.357,21.0,27.5,0.761,14.9,27.5,42.4,23.2,24.0,11.5,15.5,5.0,108.3
1992,1610612745,Houston,Rockets,West,36-18,2,1,82,55,27,0.671,6,6,40.0,82.2,0.486,4.7,13.1,0.361,19.3,25.5,0.758,12.0,30.9,42.9,25.8,20.7,8.3,15.8,6.6,104.0
1992,1610612739,Cleveland,Cavaliers,East,37-19,3,1,82,54,28,0.659,3,6,41.8,84.0,0.497,3.5,9.0,0.381,20.7,25.8,0.802,11.3,30.4,41.8,28.6,19.3,7.5,13.7,6.5,107.7
1992,1610612738,Boston,Celtics,East,33-23,4,1,82,48,34,0.585,1,3,42.1,86.5,0.487,1.3,4.7,0.287,18.1,23.3,0.777,13.1,29.7,42.8,24.4,22.7,7.9,14.3,5.6,103.7
1992,1610612757,Portland,Trail Blazers,West,36-18,4,1,82,51,31,0.622,1,3,41.0,89.5,0.458,3.4,10.3,0.326,23.2,31.1,0.745,15.0,30.6,45.5,24.0,23.1,9.4,14.8,5.2,108.5
1992,1610612766,Charlotte,Hornets,East,29-27,5,1,82,44,38,0.537,4,5,42.8,87.9,0.487,2.1,6.5,0.326,22.3,29.0,0.771,13.4,30.6,43.9,26.4,21.8,7.8,16.2,5.8,110.1
1992,1610612759,San Antonio,Spurs,West,32-22,5,1,82,49,33,0.598,5,5,40.4,82.5,0.49,2.9,8.4,0.341,21.9,28.6,0.765,11.2,31.0,42.2,24.5,22.5,7.1,15.0,6.3,105.5
1992,1610612762,Utah,Jazz,West,29-25,6,1,82,47,35,0.573,2,3,40.7,83.3,0.489,1.6,5.0,0.314,23.3,30.4,0.766,12.7,30.0,42.7,26.5,24.0,9.1,15.5,4.2,106.2
1992,1610612751,New Jersey,Nets,East,27-29,6,1,82,43,39,0.524,2,3,39.9,86.4,0.462,1.9,6.0,0.318,21.1,27.5,0.767,15.7,30.6,46.3,22.8,23.1,8.5,16.5,6.4,102.8
1992,1610612737,Atlanta,Hawks,East,26-30,6,1,82,43,39,0.524,0,3,41.4,88.7,0.466,4.7,13.1,0.355,20.1,27.1,0.742,15.7,28.6,44.3,25.4,22.0,9.8,16.3,3.4,107.5
1992,1610612746,Los Angeles,Clippers,West,27-27,7,1,82,41,41,0.5,2,3,43.2,89.4,0.484,1.6,6.0,0.271,19.0,26.5,0.718,14.4,28.8,43.2,27.3,23.4,10.3,16.3,6.0,107.1
